"lang","wd","pause_duration","first_part_wd_norm_duration","second_part_wd_norm_duration","complete_wd_dur","disfluency_adjacent","pause_type","ps","first_part_wd_norm","first_part_mb_norm","first_part_gl_norm","second_part_wd_norm","second_part_mb_norm","second_part_gl_norm","language"
"jeha1242","<<wip>>",555,235,471,706,"no","disruptive","noun","ba","ba=","GOAL=","jəlmɔl","jlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",1006,503,543,1046,"no","disruptive","noun","kə","k=","LOC=","ləget","lget","mountain_pass","Jahai"
"jeha1242","<<wip>>",139,260,255,515,"no","disruptive","other","ba","ba=","GOAL=","pɛ̃w","pɛ̃w","different;other","Jahai"
"jeha1242","<<wip>>",457,266,361,627,"no","disruptive","other","kə","k=","REL=","samɛʔ","samɛʔ","with;likewise","Jahai"
"jeha1242","<<wip>>",410,411,1173,1584,"no","disruptive","verb","ya","ya=","IRR=","gɛs","gɛs","descend","Jahai"
"jeha1242","<<wip>>",386,609,733,1342,"no","disruptive","noun","kə","k=","LOC=","jəlmɔl","jəlmɔl","mountain","Jahai"
"jeha1242","<<wip>>",629,163,267,430,"no","disruptive","noun","ba","ba=","GOAL=","tɔm","tɔm","river","Jahai"
"jeha1242","<<wip>>",50,227,140,367,"no","disruptive",NA,"ka","ka=","****","heʔ","heʔ","****","Jahai"
"jeha1242","<<wip>>",166,218,136,354,"no","disruptive","noun","ba","ba=","GOAL=","kit","kit","buttocks","Jahai"
"jeha1242","<<wip>>",148,190,722,912,"no","disruptive","noun","ka","ka=","****","tɔm","tɔm","river","Jahai"
"jeha1242","<<wip>>",630,266,463,729,"no","disruptive","noun","ba","ba=","GOAL=","was","was","confluence","Jahai"
"jeha1242","<<wip>>",378,251,252,503,"no","disruptive","pro","ja","ja=","RT=","ʔoʔ","ʔoʔ","3S","Jahai"
"jeha1242","<<wip>>",1090,324,242,566,"no","disruptive","other","ba","ba=","GOAL=","ʔənaŋ","ʔnaŋ","outside","Jahai"
"jeha1242","<<wip>>",560,404,221,625,"no","disruptive","noun","ba","ba=","GOAL=","tom","tom","tree","Jahai"
"jeha1242","<<wip>>",98,295,304,599,"no","disruptive","verb","ya","ya=","IRR=","jok","jok","to.move","Jahai"
"jeha1242","<<wip>>",374,551,387,938,"no","disruptive","verb","yabə","ya= b-","IRR= PROG-","cəpcɨp","cp- cɨp","IMPF- to.go","Jahai"
"jeha1242","<<wip>>",360,247,594,841,"no","disruptive","verb","ya","ya=","IRR=","jok","jok","to.move","Jahai"
"jeha1242","<<wip>>",1010,252,363,615,"no","disruptive","verb","ya","ya=","IRR=","ʔənay","ʔnay","to.bathe","Jahai"
"jeha1242","<<wip>>",182,320,592,912,"no","disruptive",NA,"ya","ya=","IRR=","kadəmɔh","ka= d= mɔh","**** **** ****","Jahai"
"jeha1242","<<wip>>",642,309,281,590,"no","disruptive","noun","ka","ka=","SUBJ=","bɛh","bɛh","younger_brother_of_parent","Jahai"
"jeha1242","<<wip>>",1093,449,422,871,"no","disruptive","noun","ka","ka=","LOC=","lataʔ","lataʔ","waterfall","Jahai"
"jeha1242","<<wip>>",102,262,507,769,"no","ultra-disruptive","other","kəb","k= bɲjɨʔ","REL= deep","ɲəjɨʔ","bɲjɨʔ","deep","Jahai"
"jeha1242","<<wip>>",898,267,345,612,"no","disruptive","noun","ba","ba=","GOAL=","titɛp","titɛp","opposite_side","Jahai"
"jeha1242","<<wip>>",777,147,149,296,"no","disruptive","noun","ba","ba=","GOAL=","kuy","titɛp","head","Jahai"
"jeha1242","<<wip>>",283,277,323,600,"no","disruptive","noun","ba","ba=","GOAL=","tənɛh","tnɛh","****","Jahai"
"jeha1242","<<wip>>",608,164,97,261,"no","disruptive","pro","ja","ja=","RT=","ʔoʔ","ʔoʔ","3S","Jahai"
"jeha1242","<<wip>>",319,365,224,589,"no","disruptive","pro","ba","ba=","GOAL=","mamɛy","mamɛy","what","Jahai"
"jeha1242","<<wip>>",401,132,206,338,"no","disruptive","pro","ja","ja=","RT=","yɛʔ","yɛʔ","1S","Jahai"
"jeha1242","<<wip>>",358,154,182,336,"no","disruptive","pro","ja","ja=","RT=","yɛʔ","yɛʔ","1S","Jahai"
"jeha1242","<<wip>>",816,376,457,833,"no","disruptive",NA,"ba","ba=","GOAL=","<p:>","<p:>","<p:>","Jahai"
"jeha1242","<<wip>>",1837,786,696,1482,"no","disruptive","noun","ba","ba=","GOAL=","bariŋ","bariŋ","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",338,422,254,676,"no","disruptive","noun","ba","ba=","GOAL=","mɔh","mɔh","nose","Jahai"
"jeha1242","<<wip>>",173,248,159,407,"no","disruptive","pro","ja","ja=","RT=","gin","gin","3P","Jahai"
"jeha1242","<<wip>>",789,527,228,755,"no","disruptive","pro","ja","ja=","RT=","ʔoʔ","ʔoʔ","3S","Jahai"
"jeha1242","<<wip>>",135,437,508,945,"no","disruptive","noun","kə","k=","LOC=","Maŋəh","Maŋəh","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",818,466,665,1131,"no","disruptive","noun","ba","ba=","GOAL=","banun","banun","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",1479,318,658,976,"no","disruptive","verb","wa","wa=","IRR.3S=","sukaʔsukaʔ","sukaʔ~ sukaʔ","CONT~ to.like","Jahai"
"jeha1242","<<wip>>",43,311,256,567,"no","disruptive","other","ja","ja=","RT=","ləpas","lpas","after","Jahai"
"jeha1242","<<wip>>",686,236,189,425,"no","disruptive","pro","ba","ba=","GOAL=","mɔh","mɔh","2S.FAM","Jahai"
"jeha1242","<<wip>>",172,174,226,400,"yes","disruptive","other","ja","ja=","RT=","ʔokeh","ʔokeh","okay","Jahai"
"jeha1242","<<wip>>",464,262,474,736,"no","disruptive","verb","ya","ya=","IRR=","pəŋsɛŋ","pŋsɛŋ","to.speak","Jahai"
"jeha1242","<<wip>>",365,446,378,824,"no","disruptive","verb","ya","ya=","IRR=","deʔ","deʔ","to.make","Jahai"
"jeha1242","<<wip>>",139,469,200,669,"no","disruptive","pro","ba","ba=","GOAL=","gin","gin","3P","Jahai"
"jeha1242","<<wip>>",1172,395,474,869,"no","disruptive","verb","yabə","ya= b-","IRR= PROG-","jikjok","jik~ jok","DISTR~ to.move","Jahai"
"jeha1242","<<wip>>",284,372,355,727,"no","disruptive","noun","ba","ba=","GOAL=","bariŋ","bariŋ","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",959,589,660,1249,"no","disruptive","noun","ba","ba=","GOAL=","batuʔcɛ̃h","batuʔcɛ̃h","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",178,381,234,615,"no","disruptive","pro","ba","ba=","GOAL=","mamɛy","mamɛy","what","Jahai"
"jeha1242","<<wip>>",87,305,376,681,"no","disruptive","noun","ba","ba=","GOAL=","mənrɔʔ","mnrɔʔ","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",158,228,741,969,"no","disruptive","noun","ba","ba=","GOAL=","padaŋcərmin","padaŋcrmin","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",350,343,628,971,"no","disruptive","noun","ba","ba=","GOAL=","banun","banun","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",585,482,313,795,"no","disruptive","noun","kə","k=","LOC=","mɔh","mɔh","nose","Jahai"
"jeha1242","<<wip>>",249,109,645,754,"no","disruptive","noun","ba","ba=","GOAL=","spadan","spadan","border","Jahai"
"jeha1242","<<wip>>",1201,289,150,439,"no","disruptive","noun","ba","ba=","GOAL=","kuy","kuy","head","Jahai"
"jeha1242","<<wip>>",558,310,332,642,"no","disruptive","noun","cən","cn=","SOURCE=","ʔasal","ʔasal","origin","Jahai"
"jeha1242","<<wip>>",200,165,465,630,"no","disruptive","noun","ba","ba=","GOAL=","maŋəh","maŋəh","PLACE.NAME","Jahai"
"jeha1242","<<wip>>",504,308,635,943,"no","disruptive","verb","ya","ya=","IRR=","cəmuʔcəmuʔ","cmuʔ∼ cmuʔ","CONT∼ to.prod","Jahai"
"jeha1242","<<wip>>",433,302,254,556,"no","disruptive","noun","cən","cn=","SOURCE=","bɛr","bɛr","younger.sibling","Jahai"
"jeha1242","<<wip>>",594,232,454,686,"no","disruptive","other","ja","ja=","RT=","srupaʔ","srupaʔ","to.be.the.same","Jahai"
"jeha1242","<<wip>>",773,254,728,982,"no","disruptive","other","ja","ja=","RT=","pənʔə̃h","pn= ʔə̃h","EQU= DEM","Jahai"
"jeha1242","<<wip>>",359,301,113,414,"no","disruptive","pro","ja","ja=","RT=","ʔoʔ","ʔoʔ","3S","Jahai"
"jeha1242","<<wip>>",225,275,180,455,"no","disruptive","pro","ja","ja=","RT=","ʔoʔ","ʔoʔ","3S","Jahai"
"jeha1242","<<wip>>",437,248,475,723,"no","disruptive","verb","ja","ja=","RT=","təkɛn","tkɛn","to.press","Jahai"
"jeha1242","<<wip>>",516,202,251,453,"no","disruptive","noun","ja","ja=","RT=","bɛr","bɛr","younger.sibling","Jahai"
"jeha1242","<<wip>>",654,678,147,825,"no","disruptive","other","ka","ka=","SUBJ=","pɛ̃w","pɛ̃w","other","Jahai"
"jeha1242","<<wip>>",244,550,333,883,"no","disruptive","other","ka","ka=","SUBJ=","pɛ̃w","pɛ̃w","other","Jahai"
"jeha1242","<<wip>>",235,168,340,508,"no","disruptive","noun","kə","k=","REL=","cənɛl","cnɛl","mythical.being","Jahai"
"jeha1242","<<wip>>",346,162,402,564,"no","disruptive","noun","lə","l=","ID=","cənɛl","cnɛl","mythical.being","Jahai"
"jeha1242","<<wip>>",1294,505,436,941,"no","disruptive","noun","ka","ka=","SUBJ=","layaʔ","layaʔ","leech","Jahai"
"jeha1242","<<wip>>",244,463,523,986,"no","disruptive","verb","kən","k=","REL=","nyhay","ny~ hay","NOM~ to.follow","Jahai"
"jeha1242","<<wip>>",103,338,402,740,"no","disruptive","verb","wa","wa=","IRR.3S=","dəʔdeʔ","dʔ~ deʔ","IMPF~ to.make","Jahai"
"jeju1234","<<wip>>",269,585,301,886,"no","disruptive","pro","iɲək","iɲək","oneself","ne","-ne","-ASSOC","Jejuan"
"jeju1234","<<wip>>",158,197,127,324,"no","disruptive","other","u","u","top","i","-i","-LOC","Jejuan"
"jeju1234","<<wip>>",513,535,232,767,"no","disruptive","noun","t͡ɕəlpʲəkpau","t͡ɕəlpʲək pau","cliff big_rock","k͈ɒt͡ɕi","-k͈ɒt͡ɕi","-until","Jejuan"
"jeju1234","<<wip>>",528,566,420,986,"no","disruptive","noun","kaŋsʰeŋi","kaŋsʰeŋi","dog","sʰinti","-sʰinti","-DAT","Jejuan"
"jeju1234","<<wip>>",148,326,449,775,"no","disruptive","noun","paŋesʰ","paŋe -sʰ","mill -INTF","nolːetu","nolːe -tu","song -ADD","Jejuan"
"jeju1234","<<wip>>",161,378,221,599,"yes","disruptive","noun","pasʰti","pasʰ -ti","field -LOC","sʰə","-sʰə","-LOC","Jejuan"
"kaka1265","<<wip>>",488,305,498,803,"yes","disruptive","verb","la","la-","CAUS-","kámalila","kámali -la","complete -GER","Kakabe"
"kama1351","<<wip>>",79,520,698,1218,"no","ultra-disruptive","verb","tĭm","tĭmne","know","neʔi","tĭmne -ʔi","know -3PL","Kamas"
"kama1351","<<wip>>",330,335,305,640,"no","disruptive","verb","šöʔ","šöʔ","sew","pi","-pi","-PST.[3SG]","Kamas"
"kama1351","<<wip>>",553,650,276,926,"no","ultra-disruptive","noun","aktʼi","aktʼitə","road","təm","aktʼitə -m","road -ACC","Kamas"
"kama1351","<<wip>>",848,816,660,1476,"no","disruptive","verb","dʼăbaktər","dʼăbaktər","speak","laʔbəʔjə","-laʔbə -ʔjə","-DUR -3PL","Kamas"
"kama1351","<<wip>>",151,873,346,1219,"yes","disruptive","noun","tibin","tibi","man","nə","-nə","-LAT","Kamas"
"kama1351","<<wip>>",418,823,169,992,"no","ultra-disruptive","verb","sadarla","sadar -laʔbə","sell -DUR.[3SG]","ʔbə","-laʔbə","-DUR.[3SG]","Kamas"
"kama1351","<<wip>>",965,863,297,1160,"no","disruptive","verb","kamrola","kamro -la","hug -FUT","baʔ","-baʔ","-1PL","Kamas"
"kama1351","<<wip>>",438,554,226,780,"no","ultra-disruptive","noun","Udan","uda -ndə","hand -LAT/LOC.3SG","də","-ndə","-LAT/LOC.3SG","Kamas"
"kama1351","<<wip>>",228,1085,275,1360,"no","disruptive","noun","mašinaʔi","mašina -ʔi","machine -3PL","zi","-zi","-INS","Kamas"
"kama1351","<<wip>>",380,720,230,950,"no","disruptive","verb","amnol","amnol","seat","bi","-bi","-PST.[3SG]","Kamas"
"kama1351","<<wip>>",401,1055,254,1309,"no","disruptive","verb","numəjleʔbə","numəj -leʔbə","name -DUR","ʔi","-ʔi","-3PL","Kamas"
"kark1256","<<wip>>",215,234,461,695,"no","disruptive","noun","n","n-","GEN-","d̪ɔɔd̪ʊnd̪ɛ","t̪ɔɔd̪ʊ -nd̪ɛ","child -COP(?)","Tabaq"
"kark1256","<<wip>>",176,200,390,590,"yes","disruptive","noun","aa","aa-","1SG-","nɪld̪a","n- ɪld̪a","GEN- woman:COP","Tabaq"
"kark1256","<<wip>>",432,1208,355,1563,"no","disruptive","noun","anmajɛn","aa- n- maajɛ -n","1SG- GEN- mother:PL -GEN(?)","munan","-munan","-?","Tabaq"
"kark1256","<<wip>>",753,150,997,1147,"yes","disruptive","noun","ʊʊ","ʊʊ-","2SG-","nɪld̪ʊ","n- ɪld̪ʊ","GEN- woman","Tabaq"
"kark1256","<<wip>>",390,193,134,327,"no","ultra-disruptive","noun","ʃu","ʃúkɛ̀","ceremony","ke","ʃúkɛ̀","ceremony","Tabaq"
"kark1256","<<wip>>",1002,241,263,504,"no","ultra-disruptive","verb","fa","fàànd̪ʊ̀","dancing","andʊka","fàànd̪ʊ̀ -ka","dancing -while(?)","Tabaq"
"kark1256","<<wip>>",727,644,118,762,"no","disruptive","pro","ʈii","ʈii","DEM.MED.SG","ka","-ka","-while(?)","Tabaq"
"kark1256","<<wip>>",1059,161,93,254,"no","ultra-disruptive","verb","dɔ","ɖʷàʃɛ̀","running","ʃʊ","ɖʷàʃɛ̀","running","Tabaq"
"ligh1234","<<wip>>",345,512,312,824,"no","disruptive","noun","kantak","kanta -k","bush_coconut -DAT","purda","-purda","-DIR","Light Warlpiri"
"ligh1234","<<wip>>",394,390,312,702,"no","disruptive","noun","nes","nes","nest","kurra","-kurra","-ALL","Light Warlpiri"
"ligh1234","<<wip>>",124,643,264,907,"no","disruptive","noun","tarrkik","tarrki- k","-purda","purda","turkey -DAT","-DIR","Light Warlpiri"
"lowe1385","<<wip>>",166,475,702,1177,"no","disruptive","verb","za","za-","PFX-","regelowane","regel -owa -n -e","bolt -VBLZ -PTCP -PL","Lower Sorbian"
"lowe1385","<<wip>>",241,429,620,1049,"no","disruptive","verb","za","za-","PFX-","wónoźonej","wónoź -on -ej","do -PTCP -CASE","Lower Sorbian"
"lowe1385","<<wip>>",204,185,652,837,"no","disruptive","verb","za","za-","PFX-","kręconej","kręc -on -ej","turn -PTCP -CASE","Lower Sorbian"
"lowe1385","<<wip>>",182,176,497,673,"no","disruptive","verb","pśe","pśe-","PFX-","kańtšował","kańtš -owa -ł","bullwhip -VBLZ -PST","Lower Sorbian"
"lowe1385","<<wip>>",456,2176,2595,4771,"no","disruptive","other","źewjeśnasćosto","źewjeśnasćo sto","nineteen hundred","wašesćatśiźaseś","-wa šesć -a tśiźaseś","-LINK six -LINK thirty","Lower Sorbian"
"lowe1385","<<wip>>",432,233,525,758,"no","disruptive","verb","wu","wu-","PFX-","łojone","łoj -on -e","catch -PTCP -PL","Lower Sorbian"
"lowe1385","<<wip>>",586,260,666,926,"no","disruptive","verb","wu","wu-","PFX-","wuźone","wuź -on -e","fish(v) -PTCP -PL","Lower Sorbian"
"lowe1385","<<wip>>",340,372,481,853,"yes","disruptive","verb","na","na-","PFX-","pojś","poj -ś","CAUS:drink -INF","Lower Sorbian"
"movi1243","<<wip>>",296,311,545,856,"no","ultra-disruptive","verb","tan̍","tatkabałe","fall","kabaːłe","tatkabałe","fall","Movima"
"movi1243","<<wip>>",221,439,251,690,"no","disruptive","verb","kamaː","ka -ma:~-","scream -MD~-","may","may","scream","Movima"
"movi1243","<<wip>>",161,249,549,798,"no","disruptive","verb","tet","tet","scared","pojna","-poj -na","CAUS DR","Movima"
"movi1243","<<wip>>",59,621,323,944,"no","disruptive","verb","onawaj","ona -waj","know CLF.place","naːwa","-na -wa","DR NMLZ","Movima"
"movi1243","<<wip>>",226,327,106,433,"no","disruptive","verb","dewaj","dewaj","see","na","-na","DR","Movima"
"movi1243","<<wip>>",267,285,282,567,"no","ultra-disruptive","noun","Vaː","va:ka","cow","ka","va:ka","cow","Movima"
"ngal1292","<<wip>>",151,178,731,909,"no","disruptive","verb","kah","ka- h-","3sg>1- R-","kolhngabbun","kolh ngabbu -n","water give -PR","Dalabon"
"ngal1292","<<wip>>",280,410,590,1000,"no","disruptive","verb","balahlng","bala- h- lng-","3pl- R- SEQ-","worhdi","worhdi","stand:PR","Dalabon"
"ngal1292","<<wip>>",630,330,360,690,"no","disruptive","verb","balahlng","bala- h- lng-","3pl- R- SEQ-","eing","eing","hang:PR","Dalabon"
"ngal1292","<<wip>>",92,379,1074,1453,"no","disruptive","verb","burrah","burra- h-","3DU- R-","yinmiyinmiwoninj","yinmi ~yinmi -won -inj","speech ~RED -hear -PI","Dalabon"
"ngal1292","<<wip>>",364,403,1005,1408,"no","disruptive","verb","balah","bala- h-","3PL- R-","manboniyan","manbo -niyan","dance -FUT","Dalabon"
"ngal1292","<<wip>>",1420,340,500,840,"no","disruptive","verb","ngurrah","ngurrah-","12PL.H-","niyan","-niyan","-FUT","Dalabon"
"ngal1292","<<wip>>",1000,448,880,1328,"no","disruptive","verb","yilah","yilah-","1PL>3SG-","ngalHngalkiyan","ngal- H- ngalk -iyan","FEM- R- find -FUT","Dalabon"
"ngal1292","<<wip>>",630,294,494,788,"no","disruptive","verb","balah","balah-","3PL-","boninj","bon -inj","go -PI","Dalabon"
"ngal1292","<<wip>>",512,671,990,1661,"no","disruptive","verb","nalahmon","nala- h- mon-","2PL- R- good-","manboniyan","manbo -niyan","dance -FUT","Dalabon"
"ngal1292","<<wip>>",1390,394,500,894,"no","disruptive","verb","bulah","bula- h-","3PL- R-","kinjiyan","kinj -iyan","**** -FUT","Dalabon"
"ngal1292","<<wip>>",1340,630,1008,1638,"no","disruptive",NA,"kahlng","ka- h- lng-","3SG- R- SEQ-","muddayibkang","mudda yib ka -ng","sun settle take -PP","Dalabon"
"ngal1292","<<wip>>",1862,467,711,1178,"no","disruptive","other","kahdja","ka- h- dja-","3SG- R- FOC-","burrama","burrama","good/healthy","Dalabon"
"ngal1292","<<wip>>",163,868,965,1833,"no","disruptive","noun","kahyawdorrung","ka- h- yaw- dorrung","3SG- R- little.one- body","bakbakkarrun","bakbakkarrun","movement(?)","Dalabon"
"ngal1292","<<wip>>",210,695,866,1561,"no","disruptive","noun","kahlng","ka- h- lng-","3SG- R- SEQ-","munayinminj","muna -yinmi -nj","night -SPEECH -PP","Dalabon"
"ngal1292","<<wip>>",144,580,840,1420,"yes","disruptive","verb","ngarreyawoh","ngarre- yawoh-","1PL.INCL- again-","manboniyan","manbo -niyan","dance -FUT","Dalabon"
"ngal1292","<<wip>>",1128,300,524,824,"no","disruptive","other","kah","ka- h-","3SG- R-","mondi","mondi","good","Dalabon"
"ngal1292","<<wip>>",630,687,250,937,"no","disruptive","verb","bulahmarnu","bula- h- marnu-","3PL>3- R-BEN-","yininj","yin -inj","say/do -PP","Dalabon"
"ngal1292","<<wip>>",1134,616,400,1016,"no","disruptive",NA,"balahya","bala- h- ya-","3PL- R- ****","yininj","yin -inj","say/do -PP","Dalabon"
"ngal1292","<<wip>>",1682,730,1148,1878,"no","disruptive","other","kahlng","ka- h- lng-","3SG- R- SEQ-","dabdabarnghminj","dab~ dabarngh -minj","RED~ yesterday -PP","Dalabon"
"ngal1292","<<wip>>",147,511,532,1043,"no","disruptive","noun","kahmarnu","ka- h- marnu-","3SG- R- BEN-","yolhmon","yolh mon","feelings good","Dalabon"
"ngal1292","<<wip>>",649,824,776,1600,"no","disruptive","verb","balahyawoyh","bala- h- yawoyh-","3PL- R- again-","manboninj","manbo -ninj","dance -PI","Dalabon"
"ngal1292","<<wip>>",382,518,718,1236,"no","disruptive","verb","balahdja","bala- h- dja-","3PL- R- FOC-","bakahninj","bakah -ni -nj","many -sit -PI","Dalabon"
"ngal1292","<<wip>>",377,233,540,773,"no","disruptive","verb","kah","ka- h-","3SG- R-","baworrinj","bawo -rr -inj","leave -RR -PI","Dalabon"
"ngal1292","<<wip>>",938,209,889,1098,"yes","disruptive","verb","kah","ka- h-","3SG- R-","ngorlingorlihminj","ngorli~ ngorlih- minj","RED~ ondulate(?) -PP","Dalabon"
"ngal1292","<<wip>>",315,310,714,1024,"no","disruptive","verb","kah","ka- h-","3SG- R-","berrmanginj","berr- mang -inj","CHEST- get -PI","Dalabon"
"ngal1292","<<wip>>",148,302,784,1086,"no","disruptive","verb","bukah","buka- h-","3SG>3SG.H- R-","beyunginj","beyu -nginj","fetch -PI","Dalabon"
"ngal1292","<<wip>>",420,436,679,1115,"no","disruptive","noun","mumu","mumu","eye","maludorrungh","malu -dorrungh","tear -COM","Dalabon"
"ngal1292","<<wip>>",542,210,490,700,"no","disruptive","verb","kah","ka- h-","3SG- R-","daddinj","daddi -nj","be.inside -PI","Dalabon"
"ngal1292","<<wip>>",230,760,900,1660,"no","disruptive","verb","ngahdjalng","nga- h- dja- lng-","1SG- R- FOC- SEQ-","mayahmayahminj","mayah~ mayah -minj","RED~ get.lost -PP","Dalabon"
"ngal1292","<<wip>>",347,310,404,714,"no","disruptive","verb","kah","ka- h-","3SG- R-","keninjhbi","keninjhbi","whats_it","Dalabon"
"ngal1292","<<wip>>",212,391,857,1248,"no","disruptive","verb","dahbal","da- h- bal-","2SG>3- R- directly-","worhdemHmang","worhdi -mH mang","stand:PR **** get","Dalabon"
"ngal1292","<<wip>>",129,325,626,951,"no","disruptive","verb","kah","ka- h-","3SG- R-","burlhminj","burlh -minj","deliver -PI","Dalabon"
"ngal1292","<<wip>>",180,774,736,1510,"no","disruptive","verb","kahlng","ka- h- lng-","3SG- R- SEQ-","kaykayminj","kay~ kay -minj","RED~ call -PI","Dalabon"
"ngal1292","<<wip>>",990,290,880,1170,"no","disruptive","verb","kah","ka- h-","3SG- R-","merlkminj","merlk -minj","shine -PI","Dalabon"
"ngal1292","<<wip>>",521,208,769,977,"yes","disruptive","verb","kah","ka- h-","3SG- R-","merlimhmerlimhminj","merlimh~ merlimh -minj","RED~ shine(?) -PI","Dalabon"
"ngal1292","<<wip>>",1484,296,962,1258,"no","disruptive","verb","kah","ka- h-","3SG- R-","keninjhbimu","keninjhbi -mu","whats_it -PRS","Dalabon"
"ngal1292","<<wip>>",414,330,666,996,"no","disruptive","verb","kah","ka- h-","3SG- R-","wayalmu","wayalmu","shine(?)","Dalabon"
"ngal1292","<<wip>>",179,588,552,1140,"no","disruptive","verb","kahdjalng","ka- h- dja- lng-","3SG- R- FOC- SEQ-","kurdme","kurdme","pull(?)","Dalabon"
"ngal1292","<<wip>>",480,439,480,919,"no","disruptive","verb","kahlng","ka- h- lng-","3SG- R- SEQ-","djurrlbong","djurrl -bong","sharp(?) -go.PP","Dalabon"
"ngal1292","<<wip>>",169,408,771,1179,"no","disruptive","verb","ngah","nga- h-","1SG- R-","monwong","monwo -ng","make.good -PP","Dalabon"
"ngal1292","<<wip>>",223,674,914,1588,"no","disruptive","verb","kahdjalng","ka- h- dja- lng-","3SG- R- FOC- SEQ-","keninjhbimong","keninjhbi -mo -ng","whats_it **** -PP","Dalabon"
"ngal1292","<<wip>>",340,1170,349,1519,"no","disruptive","verb","djurrmondimondih","djurr- mondi~ mondi -h","sharp- RED~ good -R","duninj","-duninj","-really","Dalabon"
"ngal1292","<<wip>>",268,638,996,1634,"no","disruptive","verb","kahlng","ka- h- lng-","3SG- R- SEQ-","wayHkarrinj","wayHkarrinj","****","Dalabon"
"ngal1292","<<wip>>",164,204,533,737,"no","disruptive","verb","kah","ka- h-","3SG- R-","rakkiyan","rakk -iyan","fall -FUT","Dalabon"
"ngal1292","<<wip>>",1245,812,578,1390,"no","disruptive","verb","barrahdjun","barra- h- djun-","3DU- R- ****","boninj","bo -ninj","go -PI","Dalabon"
"ngal1292","<<wip>>",227,228,504,732,"no","disruptive","verb","kah","ka- h-","3SG- R-","dadjkang","dadjka -ng","cut -PP","Dalabon"
"ngal1292","<<wip>>",157,268,475,743,"yes","disruptive","verb","djeh","dje- h-","12DIS- R-","ngalkiyan","ngalk -iyan","find -FUT","Dalabon"
"ngal1292","<<wip>>",703,526,814,1340,"no","disruptive","verb","kahlng","ka- h- lng-","3SG- R- SEQ-","monburrinj","monburr -inj","**** -PI","Dalabon"
"ngal1292","<<wip>>",600,390,775,1165,"no","disruptive","verb","kah","ka- h-","3SG- R-","rarraddi","rarraddi","shine(?)","Dalabon"
"ngal1292","<<wip>>",180,995,245,1240,"yes","disruptive",NA,"yalahlngnarrinj","yala- h- lng- narrinj","1PL- R- SEQ- ****","ngey","ngey","****","Dalabon"
"ngal1292","<<wip>>",57,215,429,644,"no","disruptive","verb","ngah","nga- h-","1SG- R-","boledminj","boled -minj","turn -PI","Dalabon"
"ngal1292","<<wip>>",159,419,629,1048,"no","disruptive","verb","kahworrh","ka- h- worrh","3sg- R- be.full","kirdminj","kirdm -inj","be.crippled? -PP","Dalabon"
"ngal1292","<<wip>>",178,414,657,1071,"yes","disruptive","verb","bukah","buka- h-","3sg>3sg.h- R-","mennguninj","men ngu -ninj","ideas eat -PI","Dalabon"
"ngal1292","<<wip>>",204,383,1306,1689,"yes","disruptive","verb","kahlngye","ka- h- lng- ye-","3sg>3sg- R- SEQ- COM-","<<pr>warlbwarlbminj>","warlbwarlb -minj","fly? -PP","Dalabon"
"ngal1292","<<wip>>",396,725,489,1214,"no","disruptive","verb","bûrrahlngmarnu","buka- h- lng- marnu-","3sg>3sg.h- R- SEQ- BEN-","bobong","bo~ bo -ng","REDUP~ go -PP","Dalabon"
"ngal1292","<<wip>>",305,207,852,1059,"yes","disruptive","verb","bulah","bula- h-","3pl>3- R-","rokduykang","rok duyka -ng","appearance welcome -PP","Dalabon"
"ngal1292","<<wip>>",678,777,729,1506,"no","ultra-disruptive","noun","ngarrahkakkuyolh","ngarra- h- kakku yolh","12pl- R- really feelings","yolhmonminj","yolh mon -minj","feelings good -PP","Dalabon"
"ngal1292","<<wip>>",221,258,921,1179,"no","disruptive","verb","djah","dja- h-","2sg- R-","denguyidjnarrun","dengu yidjn -arru -n","foot hold -RR -PR","Dalabon"
"ngal1292","<<wip>>",221,799,574,1373,"no","disruptive","verb","djahwarnu","dja- h- warnu","2sg- R- arm","kanjhbimu","kanjhbi -mu","whatsit -PR","Dalabon"
"ngal1292","<<wip>>",465,315,893,1208,"yes","disruptive","verb","kahdja","ka- h- dja-","3sg- R- FOC-","bardyidjnjarrun","bard yidjnj -arru -n","knee? hold -RR -PR","Dalabon"
"ngal1292","<<wip>>",393,233,1004,1237,"yes","disruptive","verb","djah","dja- h-","2sg- R-","denguyidjnjanarrun","dengu yidjnjan -arru -n","foot hold -RR -PR","Dalabon"
"ngal1292","<<wip>>",227,419,767,1186,"no","disruptive","verb","kahlng","ka- h- lng-","3sg- R- SEQ-","djebolerdminj","dje bolerd -minj","nose turn.around -PP","Dalabon"
"ngal1292","<<wip>>",266,198,960,1158,"yes","disruptive","noun","djah","dja- h-","1sg>2sg- R-","yolhmonmun","yolh mon -m -un","feelings good -INCH -PR","Dalabon"
