"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001499","<p:>",283.47,283.99,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p005113","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001675","lweclweclwec",375.48,376.998,"0093_doreco_jeha1242_NarrLandscape1","jlmɔl ʔoʔ lwec, lwec-lwec-lwec ba=batuʔ wɛy ka=sɛɲ wɛy","climb up its mountain, climb-climb-climb up on the ancient rocks",NA,NA,NA,NA,"p005732 p005733 p005734 p005735 p005736 p005737 p005738 p005739 p005740 p005741 p005742 p005743","l w e c l w e c l w e c"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001676","ba",376.998,377.379,"0093_doreco_jeha1242_NarrLandscape1","jlmɔl ʔoʔ lwec, lwec-lwec-lwec ba=batuʔ wɛy ka=sɛɲ wɛy","climb up its mountain, climb-climb-climb up on the ancient rocks",NA,NA,NA,NA,"p005744 p005745","b a"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001677","<<wip>>",377.379,378.345,"0093_doreco_jeha1242_NarrLandscape1","jlmɔl ʔoʔ lwec, lwec-lwec-lwec ba=batuʔ wɛy ka=sɛɲ wɛy","climb up its mountain, climb-climb-climb up on the ancient rocks",NA,NA,NA,NA,"p005746","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001678","batuʔ",378.345,378.884,"0093_doreco_jeha1242_NarrLandscape1","jlmɔl ʔoʔ lwec, lwec-lwec-lwec ba=batuʔ wɛy ka=sɛɲ wɛy","climb up its mountain, climb-climb-climb up on the ancient rocks",NA,NA,NA,NA,"p005747 p005748 p005749 p005750 p005751","b a t u ?"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001679","<p:>",378.884,379,"0093_doreco_jeha1242_NarrLandscape1","jlmɔl ʔoʔ lwec, lwec-lwec-lwec ba=batuʔ wɛy ka=sɛɲ wɛy","climb up its mountain, climb-climb-climb up on the ancient rocks",NA,NA,NA,NA,"p005752","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001695","<p:>",388.979,390.14,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p005807","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001696","ba",390.14,390.382,"0098_doreco_jeha1242_NarrLandscape1","ba=tɔm... tɔm naw kdɨh mamɛy ʔayoʔ k=taniʔ... tɔm maŋkɛl","to the stream of... what's it called over there... the stream of Maŋkɛl",NA,NA,NA,NA,"p005808 p005809","b a"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001697","<<wip>>",390.382,390.493,"0098_doreco_jeha1242_NarrLandscape1","ba=tɔm... tɔm naw kdɨh mamɛy ʔayoʔ k=taniʔ... tɔm maŋkɛl","to the stream of... what's it called over there... the stream of Maŋkɛl",NA,NA,NA,NA,"p005810","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001698","tɔm",390.493,391.076,"0098_doreco_jeha1242_NarrLandscape1","ba=tɔm... tɔm naw kdɨh mamɛy ʔayoʔ k=taniʔ... tɔm maŋkɛl","to the stream of... what's it called over there... the stream of Maŋkɛl",NA,NA,NA,NA,"p005811 p005812 p005813","t O m"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001699","<p:>",391.076,392.196,"0098_doreco_jeha1242_NarrLandscape1","ba=tɔm... tɔm naw kdɨh mamɛy ʔayoʔ k=taniʔ... tɔm maŋkɛl","to the stream of... what's it called over there... the stream of Maŋkɛl",NA,NA,NA,NA,"p005814","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001754","bokan",417.019,417.368,"0105_doreco_jeha1242_NarrLandscape1","bokan k=mit tə̃h, lɛc, tə̃h l=glɔŋ ʔoʔ ʔə̃h, bɨʔ ʔoʔ tə̃h","not at this source, wrong, this is its trail here, along its main course here",NA,NA,NA,NA,"p006014 p006015 p006016 p006017 p006018","b o k a n"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001755","ke",417.368,417.805,"0105_doreco_jeha1242_NarrLandscape1","bokan k=mit tə̃h, lɛc, tə̃h l=glɔŋ ʔoʔ ʔə̃h, bɨʔ ʔoʔ tə̃h","not at this source, wrong, this is its trail here, along its main course here",NA,NA,NA,NA,"p006019 p006020","k e"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001756","<<wip>>",417.805,418.407,"0105_doreco_jeha1242_NarrLandscape1","bokan k=mit tə̃h, lɛc, tə̃h l=glɔŋ ʔoʔ ʔə̃h, bɨʔ ʔoʔ tə̃h","not at this source, wrong, this is its trail here, along its main course here",NA,NA,NA,NA,"p006021","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001757","mit",418.407,418.75,"0105_doreco_jeha1242_NarrLandscape1","bokan k=mit tə̃h, lɛc, tə̃h l=glɔŋ ʔoʔ ʔə̃h, bɨʔ ʔoʔ tə̃h","not at this source, wrong, this is its trail here, along its main course here",NA,NA,NA,NA,"p006022 p006023 p006024","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001758","tə̃h",418.75,418.995,"0105_doreco_jeha1242_NarrLandscape1","bokan k=mit tə̃h, lɛc, tə̃h l=glɔŋ ʔoʔ ʔə̃h, bɨʔ ʔoʔ tə̃h","not at this source, wrong, this is its trail here, along its main course here",NA,NA,NA,NA,"p006025 p006026 p006027","t @~ h"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001901","<p:>",494.73,497.48,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p006539","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001902","ja",497.48,497.718,"0126_doreco_jeha1242_NarrLandscape1","****","****",NA,NA,NA,NA,"p006540 p006541","J\ a"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001903","<<wip>>",497.718,498.988,"0127_doreco_jeha1242_NarrLandscape1","X","X",NA,NA,NA,NA,"p006542","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001904","jələʔɨl",498.988,499.42,"0128_doreco_jeha1242_NarrLandscape1","ja=jlʔɨl ba=ʔaniʔ","then go down on the other side",NA,NA,NA,NA,"p006543 p006544 p006545 p006546 p006547 p006548 p006549","J\ @ l @ ? 1 l"
"jeha1242","doreco_jeha1242_NarrLandscape1","CP","w001905","baʔaniʔ",499.42,499.769,"0128_doreco_jeha1242_NarrLandscape1","ja=jlʔɨl ba=ʔaniʔ","then go down on the other side",NA,NA,NA,NA,"p006550 p006551 p006552 p006553 p006554 p006555 p006556","b a ? a n i ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002230","ʔɛl",187.91,188.1,"0049_doreco_jeha1242_NarrLandscape2","ʔoʔ ʔɛl ba=pɛ̃w tɔm","it's looking at another stream",NA,NA,NA,NA,"p007620 p007621 p007622","? E l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002231","ba",188.1,188.29,"0049_doreco_jeha1242_NarrLandscape2","ʔoʔ ʔɛl ba=pɛ̃w tɔm","it's looking at another stream",NA,NA,NA,NA,"p007623 p007624","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002232","<<wip>>",188.29,188.467,"0049_doreco_jeha1242_NarrLandscape2","ʔoʔ ʔɛl ba=pɛ̃w tɔm","it's looking at another stream",NA,NA,NA,NA,"p007625","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002233","pɛ̃w",188.467,188.68,"0049_doreco_jeha1242_NarrLandscape2","ʔoʔ ʔɛl ba=pɛ̃w tɔm","it's looking at another stream",NA,NA,NA,NA,"p007626 p007627 p007628","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002234","tɔm",188.68,189.07,"0049_doreco_jeha1242_NarrLandscape2","ʔoʔ ʔɛl ba=pɛ̃w tɔm","it's looking at another stream",NA,NA,NA,NA,"p007629 p007630 p007631","t O m"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002249","yacɨp",195.909,196.326,"0051_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh ya=cɨp ba=pɛ̃w... kawan yɛʔ taniʔ, ba=pɛ̃w mit taniʔ","it says: ""I'll go to another... friend of mine there, to another source over there""",NA,NA,NA,NA,"p007686 p007687 p007688 p007689 p007690","j a c 1 p"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002250","ba",196.326,196.657,"0051_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh ya=cɨp ba=pɛ̃w... kawan yɛʔ taniʔ, ba=pɛ̃w mit taniʔ","it says: ""I'll go to another... friend of mine there, to another source over there""",NA,NA,NA,NA,"p007691 p007692","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002251","<<wip>>",196.657,197.212,"0051_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh ya=cɨp ba=pɛ̃w... kawan yɛʔ taniʔ, ba=pɛ̃w mit taniʔ","it says: ""I'll go to another... friend of mine there, to another source over there""",NA,NA,NA,NA,"p007693","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002252","pɛ̃w",197.212,197.438,"0051_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh ya=cɨp ba=pɛ̃w... kawan yɛʔ taniʔ, ba=pɛ̃w mit taniʔ","it says: ""I'll go to another... friend of mine there, to another source over there""",NA,NA,NA,NA,"p007694 p007695 p007696","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002253","kawan",197.438,197.95,"0051_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh ya=cɨp ba=pɛ̃w... kawan yɛʔ taniʔ, ba=pɛ̃w mit taniʔ","it says: ""I'll go to another... friend of mine there, to another source over there""",NA,NA,NA,NA,"p007697 p007698 p007699 p007700 p007701","k a w a n"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002296","mit",217.003,217.286,"0057_doreco_jeha1242_NarrLandscape2","ba=ʔaniʔ, ba=pɛ̃w mit taniʔ, pɛ̃w mit ba=habaʔ taniʔ","""over there, to the other source over there, the other source on that side""",NA,NA,NA,NA,"p007832 p007833 p007834","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002297","ba",217.286,217.522,"0057_doreco_jeha1242_NarrLandscape2","ba=ʔaniʔ, ba=pɛ̃w mit taniʔ, pɛ̃w mit ba=habaʔ taniʔ","""over there, to the other source over there, the other source on that side""",NA,NA,NA,NA,"p007835 p007836","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002298","<<wip>>",217.522,218.769,"0057_doreco_jeha1242_NarrLandscape2","ba=ʔaniʔ, ba=pɛ̃w mit taniʔ, pɛ̃w mit ba=habaʔ taniʔ","""over there, to the other source over there, the other source on that side""",NA,NA,NA,NA,"p007837","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002299","habaʔ",218.769,219.07,"0057_doreco_jeha1242_NarrLandscape2","ba=ʔaniʔ, ba=pɛ̃w mit taniʔ, pɛ̃w mit ba=habaʔ taniʔ","""over there, to the other source over there, the other source on that side""",NA,NA,NA,NA,"p007838 p007839 p007840 p007841 p007842","h a b a ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002300","taniʔ",219.07,219.45,"0057_doreco_jeha1242_NarrLandscape2","ba=ʔaniʔ, ba=pɛ̃w mit taniʔ, pɛ̃w mit ba=habaʔ taniʔ","""over there, to the other source over there, the other source on that side""",NA,NA,NA,NA,"p007843 p007844 p007845 p007846 p007847","t a n i ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002381","tə̃h",265.94,266.14,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008116 p008117 p008118","t @~ h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002382","lə",266.14,266.49,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008119 p008120","l @"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002383","<<wip>>",266.49,266.909,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008121","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002384","hɛ̃ɲ",266.909,267.28,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008122 p008123 p008124","h E~ J"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002385","ʔoʔ",267.28,267.349,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008125 p008126 p008127","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002388","tə̃h",268.444,268.696,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008132 p008133 p008134","t @~ h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002389","lə",268.696,269.022,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008135 p008136","l @"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002390","<<wip>>",269.022,269.296,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008137","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002391","ʔənteŋ",269.296,269.781,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008138 p008139 p008140 p008141 p008142 p008143","? @ n t e N"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002392","ʔoʔ",269.781,269.96,"0070_doreco_jeha1242_NarrLandscape2","tə̃h l=hɛ̃ɲ ʔoʔ ʔə̃h, tə̃h l=ʔnteŋ ʔoʔ","this is its teeth, this is its ears",NA,NA,NA,NA,"p008144 p008145 p008146","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002417","<p:>",288.59,290.052,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p008219","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002418","can",290.052,290.357,"0078_doreco_jeha1242_NarrLandscape2","can=ley ʔoʔ tə̃h, ton, tə̃h l=blɨʔ ʔoʔ ʔə̃h, tə̃h ʔnaŋ blɨʔ, btec","from its body here, there, this is its upper leg, this is the other upper leg, it's long",NA,NA,NA,NA,"p008220 p008221 p008222","c a n"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002419","<<wip>>",290.357,290.595,"0078_doreco_jeha1242_NarrLandscape2","can=ley ʔoʔ tə̃h, ton, tə̃h l=blɨʔ ʔoʔ ʔə̃h, tə̃h ʔnaŋ blɨʔ, btec","from its body here, there, this is its upper leg, this is the other upper leg, it's long",NA,NA,NA,NA,"p008223","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002420","ley",290.595,290.892,"0078_doreco_jeha1242_NarrLandscape2","can=ley ʔoʔ tə̃h, ton, tə̃h l=blɨʔ ʔoʔ ʔə̃h, tə̃h ʔnaŋ blɨʔ, btec","from its body here, there, this is its upper leg, this is the other upper leg, it's long",NA,NA,NA,NA,"p008224 p008225 p008226","l e j"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002421","ʔoʔ",290.892,291,"0078_doreco_jeha1242_NarrLandscape2","can=ley ʔoʔ tə̃h, ton, tə̃h l=blɨʔ ʔoʔ ʔə̃h, tə̃h ʔnaŋ blɨʔ, btec","from its body here, there, this is its upper leg, this is the other upper leg, it's long",NA,NA,NA,NA,"p008227 p008228 p008229","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002453","wajəlʔɨl",305.63,306.23,"0082_doreco_jeha1242_NarrLandscape2","wa=cɨp, wa=jlʔɨl ba=pɛ̃w mit","it'll go, it'll go down to the opposite source!",NA,NA,NA,NA,"p008343 p008344 p008345 p008346 p008347 p008348 p008349 p008350","w a J\ @ l ? 1 l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002454","ba",306.23,306.554,"0082_doreco_jeha1242_NarrLandscape2","wa=cɨp, wa=jlʔɨl ba=pɛ̃w mit","it'll go, it'll go down to the opposite source!",NA,NA,NA,NA,"p008351 p008352","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002455","<<wip>>",306.554,306.893,"0082_doreco_jeha1242_NarrLandscape2","wa=cɨp, wa=jlʔɨl ba=pɛ̃w mit","it'll go, it'll go down to the opposite source!",NA,NA,NA,NA,"p008353","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002456","pɛ̃w",306.893,307.06,"0082_doreco_jeha1242_NarrLandscape2","wa=cɨp, wa=jlʔɨl ba=pɛ̃w mit","it'll go, it'll go down to the opposite source!",NA,NA,NA,NA,"p008354 p008355 p008356","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002457","mit",307.06,307.416,"0082_doreco_jeha1242_NarrLandscape2","wa=cɨp, wa=jlʔɨl ba=pɛ̃w mit","it'll go, it'll go down to the opposite source!",NA,NA,NA,NA,"p008357 p008358 p008359","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002483","lɛh",324.29,324.41,"0088_doreco_jeha1242_NarrLandscape2","tə̃h lɛh ba=pɛ̃w, ʔoʔ paras k=tə̃h lɛh, ja=ʔoʔ paras k=tə̃h","this one to the other side, it's level here, then it's level here",NA,NA,NA,NA,"p008445 p008446 p008447","l E h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002484","ba",324.41,324.665,"0088_doreco_jeha1242_NarrLandscape2","tə̃h lɛh ba=pɛ̃w, ʔoʔ paras k=tə̃h lɛh, ja=ʔoʔ paras k=tə̃h","this one to the other side, it's level here, then it's level here",NA,NA,NA,NA,"p008448 p008449","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002485","<<wip>>",324.665,325.151,"0088_doreco_jeha1242_NarrLandscape2","tə̃h lɛh ba=pɛ̃w, ʔoʔ paras k=tə̃h lɛh, ja=ʔoʔ paras k=tə̃h","this one to the other side, it's level here, then it's level here",NA,NA,NA,NA,"p008450","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002486","pɛ̃w",325.151,325.71,"0088_doreco_jeha1242_NarrLandscape2","tə̃h lɛh ba=pɛ̃w, ʔoʔ paras k=tə̃h lɛh, ja=ʔoʔ paras k=tə̃h","this one to the other side, it's level here, then it's level here",NA,NA,NA,NA,"p008451 p008452 p008453","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002487","<p:>",325.71,326.256,"0088_doreco_jeha1242_NarrLandscape2","tə̃h lɛh ba=pɛ̃w, ʔoʔ paras k=tə̃h lɛh, ja=ʔoʔ paras k=tə̃h","this one to the other side, it's level here, then it's level here",NA,NA,NA,NA,"p008454","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002536","yajəlʔɨl",348.23,348.66,"0093_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh mamɛy pay hnhən, ya=cɨp, ya=jlʔɨl ba=pɛ̃w jlmɔl taniʔ","it says ""why do you wish so? I'll go to that other mountain over there""",NA,NA,NA,NA,"p008624 p008625 p008626 p008627 p008628 p008629 p008630 p008631","j a J\ @ l ? 1 l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002537","ba",348.66,348.915,"0093_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh mamɛy pay hnhən, ya=cɨp, ya=jlʔɨl ba=pɛ̃w jlmɔl taniʔ","it says ""why do you wish so? I'll go to that other mountain over there""",NA,NA,NA,NA,"p008632 p008633","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002538","<<wip>>",348.915,349.173,"0093_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh mamɛy pay hnhən, ya=cɨp, ya=jlʔɨl ba=pɛ̃w jlmɔl taniʔ","it says ""why do you wish so? I'll go to that other mountain over there""",NA,NA,NA,NA,"p008634","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002539","pɛ̃w",349.173,349.33,"0093_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh mamɛy pay hnhən, ya=cɨp, ya=jlʔɨl ba=pɛ̃w jlmɔl taniʔ","it says ""why do you wish so? I'll go to that other mountain over there""",NA,NA,NA,NA,"p008635 p008636 p008637","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002540","jəlmɔl",349.33,349.67,"0093_doreco_jeha1242_NarrLandscape2","ʔoʔ kdɨh mamɛy pay hnhən, ya=cɨp, ya=jlʔɨl ba=pɛ̃w jlmɔl taniʔ","it says ""why do you wish so? I'll go to that other mountain over there""",NA,NA,NA,NA,"p008638 p008639 p008640 p008641 p008642 p008643","J\ @ l m O l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002587","ka",368.535,368.673,"0098_doreco_jeha1242_NarrLandscape2","biɲcaŋ-biɲcaŋ-biɲcaŋ baruʔ lɛh ʔoʔ cɨp ʔoʔ lpas ba=... wa=laŋkah ka=lget tə̃h, ton-ton-ton-ton-ton-ton, tros","discussion, discussion, discussion, until it went, it left towards... it'll step over this pass, there-there-there-there-there-there, straight",NA,NA,NA,NA,"p008825 p008826","k a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002588","<<fs>>",368.673,368.855,"0098_doreco_jeha1242_NarrLandscape2","biɲcaŋ-biɲcaŋ-biɲcaŋ baruʔ lɛh ʔoʔ cɨp ʔoʔ lpas ba=... wa=laŋkah ka=lget tə̃h, ton-ton-ton-ton-ton-ton, tros","discussion, discussion, discussion, until it went, it left towards... it'll step over this pass, there-there-there-there-there-there, straight",NA,NA,NA,NA,"p008827","<<fs>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002589","<<wip>>",368.855,369,"0098_doreco_jeha1242_NarrLandscape2","biɲcaŋ-biɲcaŋ-biɲcaŋ baruʔ lɛh ʔoʔ cɨp ʔoʔ lpas ba=... wa=laŋkah ka=lget tə̃h, ton-ton-ton-ton-ton-ton, tros","discussion, discussion, discussion, until it went, it left towards... it'll step over this pass, there-there-there-there-there-there, straight",NA,NA,NA,NA,"p008828","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002590","ləget",369,369.33,"0098_doreco_jeha1242_NarrLandscape2","biɲcaŋ-biɲcaŋ-biɲcaŋ baruʔ lɛh ʔoʔ cɨp ʔoʔ lpas ba=... wa=laŋkah ka=lget tə̃h, ton-ton-ton-ton-ton-ton, tros","discussion, discussion, discussion, until it went, it left towards... it'll step over this pass, there-there-there-there-there-there, straight",NA,NA,NA,NA,"p008829 p008830 p008831 p008832 p008833","l @ g e t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002591","tə̃h",369.33,369.49,"0098_doreco_jeha1242_NarrLandscape2","biɲcaŋ-biɲcaŋ-biɲcaŋ baruʔ lɛh ʔoʔ cɨp ʔoʔ lpas ba=... wa=laŋkah ka=lget tə̃h, ton-ton-ton-ton-ton-ton, tros","discussion, discussion, discussion, until it went, it left towards... it'll step over this pass, there-there-there-there-there-there, straight",NA,NA,NA,NA,"p008834 p008835 p008836","t @~ h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002600","<p:>",371.608,372.758,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p008862","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002601","ba",372.758,373.172,"0099_doreco_jeha1242_NarrLandscape2","ba=jlmɔl ʔoʔ taniʔ, tros, tə̃h X lget ʔoʔ, ʔoʔ jɔh, ʔoʔ jɔh","to its mountain over there, straight, here's its pass, it ascends, it ascends",NA,NA,NA,NA,"p008863 p008864","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002602","<<wip>>",373.172,373.648,"0099_doreco_jeha1242_NarrLandscape2","ba=jlmɔl ʔoʔ taniʔ, tros, tə̃h X lget ʔoʔ, ʔoʔ jɔh, ʔoʔ jɔh","to its mountain over there, straight, here's its pass, it ascends, it ascends",NA,NA,NA,NA,"p008865","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002603","jlmɔl",373.648,374.18,"0099_doreco_jeha1242_NarrLandscape2","ba=jlmɔl ʔoʔ taniʔ, tros, tə̃h X lget ʔoʔ, ʔoʔ jɔh, ʔoʔ jɔh","to its mountain over there, straight, here's its pass, it ascends, it ascends",NA,NA,NA,NA,"p008866 p008867 p008868 p008869 p008870","J\ l m O l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002604","ʔoʔ",374.18,374.28,"0099_doreco_jeha1242_NarrLandscape2","ba=jlmɔl ʔoʔ taniʔ, tros, tə̃h X lget ʔoʔ, ʔoʔ jɔh, ʔoʔ jɔh","to its mountain over there, straight, here's its pass, it ascends, it ascends",NA,NA,NA,NA,"p008871 p008872 p008873","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002624","sampɛy",383.075,383.481,"0101_doreco_jeha1242_NarrLandscape2","ʔoʔ gəw sampɛy k=jlmɔl","it moves along the crest of the ridge to the mountain",NA,NA,NA,NA,"p008922 p008923 p008924 p008925 p008926 p008927","s a m p E j"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002625","kə",383.481,383.656,"0101_doreco_jeha1242_NarrLandscape2","ʔoʔ gəw sampɛy k=jlmɔl","it moves along the crest of the ridge to the mountain",NA,NA,NA,NA,"p008928 p008929","k @"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002626","<<wip>>",383.656,384.105,"0101_doreco_jeha1242_NarrLandscape2","ʔoʔ gəw sampɛy k=jlmɔl","it moves along the crest of the ridge to the mountain",NA,NA,NA,NA,"p008930","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002627","jlmɔl",384.105,384.67,"0101_doreco_jeha1242_NarrLandscape2","ʔoʔ gəw sampɛy k=jlmɔl","it moves along the crest of the ridge to the mountain",NA,NA,NA,NA,"p008931 p008932 p008933 p008934 p008935","J\ l m O l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002628","<p:>",384.67,385.668,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p008936","<p:>"
